"","question1","question2","r"
"1740","wait for others to lead the way","have you ever thought of yourself as physically uncoordinated",0.104001600017778
"1741","wait for others to lead the way","how confident do you feel that someday the people you know will look up to you and respect you",0.191512350137224
"1742","wait for others to lead the way","how often do you worry about criticisms that might be made of your work by your teacher or employer",0.101058900654452
"1743","wait for others to lead the way","do you often feel uncomfortable meeting new people",0.0400888898765542
"1744","wait for others to lead the way","when you have to write an argument to convince your teacher who may disagree with your ideas",0.214853053922821
"1745","wait for others to lead the way","have you ever felt ashamed of your physique or figure",0.185745619395771
"1746","wait for others to lead the way","have you ever felt inferior to most other people in athletic ability",0.193253258369537
"1747","wait for others to lead the way","do you ever feel so discouraged with yourself that you wonder whether you are a worthwhile person",0.133557928421427
"1748","wait for others to lead the way","do you ever feel afraid or anxious when you are going into a room by yourself where other people have already gathered and are talking",0.130868120756897
"1749","wait for others to lead the way","how often do you worry whether other people like to be with you",0.210612562361804
"1750","wait for others to lead the way","how often do you have trouble expressing your ideas when you have to put them into writing as an assignment",0.12872409693441
"1751","wait for others to lead the way","do you often feel that most of your friends or peers are more physically attractive than yourself",0.0673874154157268
"1752","wait for others to lead the way","when involved in sports requiring physical coordination are you often concerned that you will not do well",-0.00348137201524461
"1753","wait for others to lead the way","how often do you dislike yourself",0.0681607573417482
"1754","wait for others to lead the way","how often do you feel self conscious",0.0635269280769786
"1755","wait for others to lead the way","how often are you troubled with shyness",0.119691107678974
"1756","wait for others to lead the way","how often do you have trouble understanding things you read for class assignments",0.187239413771264
"1757","wait for others to lead the way","do you often wish or fantasize that you were better looking",0.08108267869643
"1758","wait for others to lead the way","have you ever thought that you lacked the ability to be a good dancer or do well at recreational activities involving coordination",0.24528672540806
"1759","wait for others to lead the way","in general how confident do you feel about your abilities",0.0746986077623085
"1760","wait for others to lead the way","how much do you worry about whether other people regard you as a success or failure in your job or at school",0.0587353192813254
"1761","wait for others to lead the way","when you think that some of the people you meet might have an unfavorable opinion of you how concerned or worried do you feel about it",0.192543917154635
"1762","wait for others to lead the way","how often do you imagine that you have less scholastic ability than your classmates",0.160221780242003
"1763","wait for others to lead the way","have you ever been concerned or worried about your ability to attract members of the opposite sex",0.242809364548495
"1764","wait for others to lead the way","when trying to do well at a sport and you know other people are watching how rattled or flustered do you get",0.179374881943133
"1765","do not like poetry","how often do you feel inferior to most of the people you know",0.198812875698619
"1766","do not like poetry","how often do you have the feeling that there is nothing you can do well",0.246397848864987
"1767","do not like poetry","when in a group of people do you have trouble thinking of the right things to talk about",0.101176679740886
"1768","do not like poetry","how often do you feel worried or bothered about what other people think of you",0.235773286369849
"1769","do not like poetry","in turning in a major assignment such as a term paper how often do you feel you did an excellent job on it",0.136379737552639
"1770","do not like poetry","how confident are you that others see you as being physically appealing",0.180295336614851
"1771","do not like poetry","do you ever think that you are a worthless individual",0.227125634729275
"1772","do not like poetry","how much do you worry about how well you get along with other people",0.173012144579384
"1773","do not like poetry","when you make an embarrassing mistake or have done something that makes you look foolish how long does it take you to get over it",0.0645451616129068
"1774","do not like poetry","when you have to read an essay and understand it for a class assignment how worried or concerned do you feel about it",0.15262658473983
"1775","do not like poetry","compared with classmates how often do you feel you must study more than they do to get the same grades",0.196608851209458
"1776","do not like poetry","have you ever thought of yourself as physically uncoordinated",0.125156501738908
"1777","do not like poetry","how confident do you feel that someday the people you know will look up to you and respect you",0.176345514950166
"1778","do not like poetry","how often do you worry about criticisms that might be made of your work by your teacher or employer",0.15264569606329
"1779","do not like poetry","do you often feel uncomfortable meeting new people",0.19647284969833
"1780","do not like poetry","when you have to write an argument to convince your teacher who may disagree with your ideas",0.0681514239047101
"1781","do not like poetry","have you ever felt ashamed of your physique or figure",0.115469282992033
"1782","do not like poetry","have you ever felt inferior to most other people in athletic ability",0.181521572461916
"1783","do not like poetry","do you ever feel so discouraged with yourself that you wonder whether you are a worthwhile person",0.261662907365637
"1784","do not like poetry","do you ever feel afraid or anxious when you are going into a room by yourself where other people have already gathered and are talking",0.169617884643163
"1785","do not like poetry","how often do you worry whether other people like to be with you",0.361977799753331
"1786","do not like poetry","how often do you have trouble expressing your ideas when you have to put them into writing as an assignment",0.155527061411793
"1787","do not like poetry","do you often feel that most of your friends or peers are more physically attractive than yourself",0.154629273658596
"1788","do not like poetry","when involved in sports requiring physical coordination are you often concerned that you will not do well",0.243498705541173
"1789","do not like poetry","how often do you dislike yourself",0.282150246113846
"1790","do not like poetry","how often do you feel self conscious",0.266749630551451
"1791","do not like poetry","how often are you troubled with shyness",0.170473894154379
"1792","do not like poetry","how often do you have trouble understanding things you read for class assignments",0.18017000188891
"1793","do not like poetry","do you often wish or fantasize that you were better looking",0.198189757663974
"1794","do not like poetry","have you ever thought that you lacked the ability to be a good dancer or do well at recreational activities involving coordination",0.149194102156691
"1795","do not like poetry","in general how confident do you feel about your abilities",0.212286803186702
"1796","do not like poetry","how much do you worry about whether other people regard you as a success or failure in your job or at school",0.213073034144824
"1797","do not like poetry","when you think that some of the people you meet might have an unfavorable opinion of you how concerned or worried do you feel about it",0.192109245658285
"1798","do not like poetry","how often do you imagine that you have less scholastic ability than your classmates",0.172157912865698
"1799","do not like poetry","have you ever been concerned or worried about your ability to attract members of the opposite sex",0.0461254013933488
"1800","do not like poetry","when trying to do well at a sport and you know other people are watching how rattled or flustered do you get",0.213276591962133
"1801","worry about things","how often do you feel inferior to most of the people you know",0.162067134079268
"1802","worry about things","how often do you have the feeling that there is nothing you can do well",0.0838209313436816
"1803","worry about things","when in a group of people do you have trouble thinking of the right things to talk about",0.260047333859265
"1804","worry about things","how often do you feel worried or bothered about what other people think of you",0.23071945243836
"1805","worry about things","in turning in a major assignment such as a term paper how often do you feel you did an excellent job on it",0.107010077889754
"1806","worry about things","how confident are you that others see you as being physically appealing",0.11680174224158
"1807","worry about things","do you ever think that you are a worthless individual",0.0149757219524661
"1808","worry about things","how much do you worry about how well you get along with other people",0.305163390704341
"1809","worry about things","when you make an embarrassing mistake or have done something that makes you look foolish how long does it take you to get over it",0.117025744730497
"1810","worry about things","when you have to read an essay and understand it for a class assignment how worried or concerned do you feel about it",0.158937321525795
"1811","worry about things","compared with classmates how often do you feel you must study more than they do to get the same grades",0.00763697374415271
"1812","worry about things","have you ever thought of yourself as physically uncoordinated",0.114608828986989
"1813","worry about things","how confident do you feel that someday the people you know will look up to you and respect you",0.140506450071667
"1814","worry about things","how often do you worry about criticisms that might be made of your work by your teacher or employer",0.321647573861932
"1815","worry about things","do you often feel uncomfortable meeting new people",0.106227846976078
"1816","worry about things","when you have to write an argument to convince your teacher who may disagree with your ideas",0.0694581050900566
"1817","worry about things","have you ever felt ashamed of your physique or figure",0.0171201902243358
"1818","worry about things","have you ever felt inferior to most other people in athletic ability",0.111361681796464
"1819","worry about things","do you ever feel so discouraged with yourself that you wonder whether you are a worthwhile person",0.100856231735908
"1820","worry about things","do you ever feel afraid or anxious when you are going into a room by yourself where other people have already gathered and are talking",0.0814715719063545
"1821","worry about things","how often do you worry whether other people like to be with you",0.281959132879254
"1822","worry about things","how often do you have trouble expressing your ideas when you have to put them into writing as an assignment",0.0731039233769264
"1823","worry about things","do you often feel that most of your friends or peers are more physically attractive than yourself",0.0435533728152535
"1824","worry about things","when involved in sports requiring physical coordination are you often concerned that you will not do well",0.0758999544439383
"1825","worry about things","how often do you dislike yourself",0.162700474449716
"1826","worry about things","how often do you feel self conscious",0.13881309792331
"1827","worry about things","how often are you troubled with shyness",0.106356292847698
"1828","worry about things","how often do you have trouble understanding things you read for class assignments",0.166144957166191
"1829","worry about things","do you often wish or fantasize that you were better looking",0.0457720641340459
"1830","worry about things","have you ever thought that you lacked the ability to be a good dancer or do well at recreational activities involving coordination",0.0471160790675452
"1831","worry about things","in general how confident do you feel about your abilities",0.245370281892021
"1832","worry about things","how much do you worry about whether other people regard you as a success or failure in your job or at school",0.218821986910966
"1833","worry about things","when you think that some of the people you meet might have an unfavorable opinion of you how concerned or worried do you feel about it",0.231252791697686
"1834","worry about things","how often do you imagine that you have less scholastic ability than your classmates",0.0753510594562162
"1835","worry about things","have you ever been concerned or worried about your ability to attract members of the opposite sex",0.136200180002
"1836","worry about things","when trying to do well at a sport and you know other people are watching how rattled or flustered do you get",0.0333443704930055
"1837","am indifferent to the feelings of others","how often do you feel inferior to most of the people you know",0.343485594284381
"1838","am indifferent to the feelings of others","how often do you have the feeling that there is nothing you can do well",0.243049811664574
"1839","am indifferent to the feelings of others","when in a group of people do you have trouble thinking of the right things to talk about",0.415914399048878
"1840","am indifferent to the feelings of others","how often do you feel worried or bothered about what other people think of you",0.0957712863476261
"1841","am indifferent to the feelings of others","in turning in a major assignment such as a term paper how often do you feel you did an excellent job on it",0.0585908732319248
"1842","am indifferent to the feelings of others","how confident are you that others see you as being physically appealing",0.114843498261092
"1843","am indifferent to the feelings of others","do you ever think that you are a worthless individual",0.0616717963532928
"1844","am indifferent to the feelings of others","how much do you worry about how well you get along with other people",0.134655273947488
"1845","am indifferent to the feelings of others","when you make an embarrassing mistake or have done something that makes you look foolish how long does it take you to get over it",0.14720341337126
"1846","am indifferent to the feelings of others","when you have to read an essay and understand it for a class assignment how worried or concerned do you feel about it",0.145645618284648
"1847","am indifferent to the feelings of others","compared with classmates how often do you feel you must study more than they do to get the same grades",0.255613951266125
"1848","am indifferent to the feelings of others","have you ever thought of yourself as physically uncoordinated",0.175135723730264
"1849","am indifferent to the feelings of others","how confident do you feel that someday the people you know will look up to you and respect you",0.222797586639852
"1850","am indifferent to the feelings of others","how often do you worry about criticisms that might be made of your work by your teacher or employer",0.153223480260892
"1851","am indifferent to the feelings of others","do you often feel uncomfortable meeting new people",0.0203144479383104
"1852","am indifferent to the feelings of others","when you have to write an argument to convince your teacher who may disagree with your ideas",0.160168001866687
"1853","am indifferent to the feelings of others","have you ever felt ashamed of your physique or figure",0.164837831531461
"1854","am indifferent to the feelings of others","have you ever felt inferior to most other people in athletic ability",0.129176546406071
"1855","am indifferent to the feelings of others","do you ever feel so discouraged with yourself that you wonder whether you are a worthwhile person",0.0299238880432005
"1856","am indifferent to the feelings of others","do you ever feel afraid or anxious when you are going into a room by yourself where other people have already gathered and are talking",0.0748794986610962
"1857","am indifferent to the feelings of others","how often do you worry whether other people like to be with you",0.211916576850854
"1858","am indifferent to the feelings of others","how often do you have trouble expressing your ideas when you have to put them into writing as an assignment",0.168109867887421
"1859","am indifferent to the feelings of others","do you often feel that most of your friends or peers are more physically attractive than yourself",0.0887827642529361
"1860","am indifferent to the feelings of others","when involved in sports requiring physical coordination are you often concerned that you will not do well",0.011765019611329
"1861","am indifferent to the feelings of others","how often do you dislike yourself",0.0731385904287826
"1862","am indifferent to the feelings of others","how often do you feel self conscious",0.0502970033000367
"1863","am indifferent to the feelings of others","how often are you troubled with shyness",0.0963059589550995
"1864","am indifferent to the feelings of others","how often do you have trouble understanding things you read for class assignments",0.179085545394949
"1865","am indifferent to the feelings of others","do you often wish or fantasize that you were better looking",0.0350395004388938
"1866","am indifferent to the feelings of others","have you ever thought that you lacked the ability to be a good dancer or do well at recreational activities involving coordination",0.179774441938244
"1867","am indifferent to the feelings of others","in general how confident do you feel about your abilities",0.0416920188002089
"1868","am indifferent to the feelings of others","how much do you worry about whether other people regard you as a success or failure in your job or at school",0.0735843731597018
"1869","am indifferent to the feelings of others","when you think that some of the people you meet might have an unfavorable opinion of you how concerned or worried do you feel about it",0.261042011577906
"1870","am indifferent to the feelings of others","how often do you imagine that you have less scholastic ability than your classmates",0.141870909676774
"1871","am indifferent to the feelings of others","have you ever been concerned or worried about your ability to attract members of the opposite sex",0.212154357270636
"1872","am indifferent to the feelings of others","when trying to do well at a sport and you know other people are watching how rattled or flustered do you get",0.136643296036623
"1873","dont put my mind on the task at hand","how often do you feel inferior to most of the people you know",-0.0773141923799153
"1874","dont put my mind on the task at hand","how often do you have the feeling that there is nothing you can do well",-0.0488058756208402
"1875","dont put my mind on the task at hand","when in a group of people do you have trouble thinking of the right things to talk about",-0.0429018100201113
"1876","dont put my mind on the task at hand","how often do you feel worried or bothered about what other people think of you",-0.12674629718108
"1877","dont put my mind on the task at hand","in turning in a major assignment such as a term paper how often do you feel you did an excellent job on it",-0.0515054611717908
"1878","dont put my mind on the task at hand","how confident are you that others see you as being physically appealing",-0.112666140734897
"1879","dont put my mind on the task at hand","do you ever think that you are a worthless individual",-0.00419471327459194
"1880","dont put my mind on the task at hand","how much do you worry about how well you get along with other people",-0.179591328792542
"1881","dont put my mind on the task at hand","when you make an embarrassing mistake or have done something that makes you look foolish how long does it take you to get over it",-0.0149970555228391
"1882","dont put my mind on the task at hand","when you have to read an essay and understand it for a class assignment how worried or concerned do you feel about it",-0.0793644373826376
"1883","dont put my mind on the task at hand","compared with classmates how often do you feel you must study more than they do to get the same grades",-0.0141081567572973
"1884","dont put my mind on the task at hand","have you ever thought of yourself as physically uncoordinated",0.021648240536006
"1885","dont put my mind on the task at hand","how confident do you feel that someday the people you know will look up to you and respect you",-0.0787710974566384
"1886","dont put my mind on the task at hand","how often do you worry about criticisms that might be made of your work by your teacher or employer",-0.104419382437583
"1887","dont put my mind on the task at hand","do you often feel uncomfortable meeting new people",-0.161644462716252
"1888","dont put my mind on the task at hand","when you have to write an argument to convince your teacher who may disagree with your ideas",-0.101202013355704
"1889","dont put my mind on the task at hand","have you ever felt ashamed of your physique or figure",-0.0133165924065823
"1890","dont put my mind on the task at hand","have you ever felt inferior to most other people in athletic ability",-0.0368955210613451
"1891","dont put my mind on the task at hand","do you ever feel so discouraged with yourself that you wonder whether you are a worthwhile person",-0.0625140279336437
"1892","dont put my mind on the task at hand","do you ever feel afraid or anxious when you are going into a room by yourself where other people have already gathered and are talking",0.000343559372881921
"1893","dont put my mind on the task at hand","how often do you worry whether other people like to be with you",-0.183886043178258
"1894","dont put my mind on the task at hand","how often do you have trouble expressing your ideas when you have to put them into writing as an assignment",-0.0181895354392827
"1895","dont put my mind on the task at hand","do you often feel that most of your friends or peers are more physically attractive than yourself",-0.0964775164168491
"1896","dont put my mind on the task at hand","when involved in sports requiring physical coordination are you often concerned that you will not do well",-0.115529283658707
"1897","dont put my mind on the task at hand","how often do you dislike yourself",-0.198013311259014
"1898","dont put my mind on the task at hand","how often do you feel self conscious",-0.176302403360037
"1899","dont put my mind on the task at hand","how often are you troubled with shyness",-0.0209708996766631
"1900","dont put my mind on the task at hand","how often do you have trouble understanding things you read for class assignments",-0.0464169601884465
"1901","dont put my mind on the task at hand","do you often wish or fantasize that you were better looking",-0.114593717707975
"1902","dont put my mind on the task at hand","have you ever thought that you lacked the ability to be a good dancer or do well at recreational activities involving coordination",0.0475791953243925
"1903","dont put my mind on the task at hand","in general how confident do you feel about your abilities",-0.245530283669819
"1904","dont put my mind on the task at hand","how much do you worry about whether other people regard you as a success or failure in your job or at school",-0.126111623462483
"1905","dont put my mind on the task at hand","when you think that some of the people you meet might have an unfavorable opinion of you how concerned or worried do you feel about it",-0.085024944721608
"1906","dont put my mind on the task at hand","how often do you imagine that you have less scholastic ability than your classmates",-0.091004566717408
"1907","dont put my mind on the task at hand","have you ever been concerned or worried about your ability to attract members of the opposite sex",0.0587904310047889
"1908","dont put my mind on the task at hand","when trying to do well at a sport and you know other people are watching how rattled or flustered do you get",-0.0303838931543684
"1909","rarely get caught up in the excitement","how often do you feel inferior to most of the people you know",0.198402204468939
"1910","rarely get caught up in the excitement","how often do you have the feeling that there is nothing you can do well",0.0446244958277314
"1911","rarely get caught up in the excitement","when in a group of people do you have trouble thinking of the right things to talk about",0.216130401448905
"1912","rarely get caught up in the excitement","how often do you feel worried or bothered about what other people think of you",0.0505183390926566
"1913","rarely get caught up in the excitement","in turning in a major assignment such as a term paper how often do you feel you did an excellent job on it",0.139354881720908
"1914","rarely get caught up in the excitement","how confident are you that others see you as being physically appealing",-0.0119196879965333
"1915","rarely get caught up in the excitement","do you ever think that you are a worthless individual",0.0416115734619274
"1916","rarely get caught up in the excitement","how much do you worry about how well you get along with other people",0.125087167635196
"1917","rarely get caught up in the excitement","when you make an embarrassing mistake or have done something that makes you look foolish how long does it take you to get over it",0.155284392048801
"1918","rarely get caught up in the excitement","when you have to read an essay and understand it for a class assignment how worried or concerned do you feel about it",0.0630758119534661
"1919","rarely get caught up in the excitement","compared with classmates how often do you feel you must study more than they do to get the same grades",0.168889876554184
"1920","rarely get caught up in the excitement","have you ever thought of yourself as physically uncoordinated",0.000728452538361537
"1921","rarely get caught up in the excitement","how confident do you feel that someday the people you know will look up to you and respect you",0.205986288736542
"1922","rarely get caught up in the excitement","how often do you worry about criticisms that might be made of your work by your teacher or employer",0.0705567839642663
"1923","rarely get caught up in the excitement","do you often feel uncomfortable meeting new people",0.0273745263836265
"1924","rarely get caught up in the excitement","when you have to write an argument to convince your teacher who may disagree with your ideas",0.0719136879298659
"1925","rarely get caught up in the excitement","have you ever felt ashamed of your physique or figure",0.0561695129945888
"1926","rarely get caught up in the excitement","have you ever felt inferior to most other people in athletic ability",0.180935788175424
"1927","rarely get caught up in the excitement","do you ever feel so discouraged with yourself that you wonder whether you are a worthwhile person",0.0362919587995422
"1928","rarely get caught up in the excitement","do you ever feel afraid or anxious when you are going into a room by yourself where other people have already gathered and are talking",0.0664651829464772
"1929","rarely get caught up in the excitement","how often do you worry whether other people like to be with you",0.103622040244892
"1930","rarely get caught up in the excitement","how often do you have trouble expressing your ideas when you have to put them into writing as an assignment",-0.00883432038133757
"1931","rarely get caught up in the excitement","do you often feel that most of your friends or peers are more physically attractive than yourself",0.0446964966277403
"1932","rarely get caught up in the excitement","when involved in sports requiring physical coordination are you often concerned that you will not do well",0.118793319925777
"1933","rarely get caught up in the excitement","how often do you dislike yourself",-0.0420671340792675
"1934","rarely get caught up in the excitement","how often do you feel self conscious",0.0268994099934444
"1935","rarely get caught up in the excitement","how often are you troubled with shyness",0.0797026633629263
"1936","rarely get caught up in the excitement","how often do you have trouble understanding things you read for class assignments",-0.0296012177913088
"1937","rarely get caught up in the excitement","do you often wish or fantasize that you were better looking",0.0261456238402649
"1938","rarely get caught up in the excitement","have you ever thought that you lacked the ability to be a good dancer or do well at recreational activities involving coordination",0.141926910299003
"1939","rarely get caught up in the excitement","in general how confident do you feel about your abilities",0.151621240236003
"1940","rarely get caught up in the excitement","how much do you worry about whether other people regard you as a success or failure in your job or at school",0.0908841209346771
"1941","rarely get caught up in the excitement","when you think that some of the people you meet might have an unfavorable opinion of you how concerned or worried do you feel about it",0.123325370281892
"1942","rarely get caught up in the excitement","how often do you imagine that you have less scholastic ability than your classmates",-0.0635118167979644
"1943","rarely get caught up in the excitement","have you ever been concerned or worried about your ability to attract members of the opposite sex",0.094781942021578
"1944","rarely get caught up in the excitement","when trying to do well at a sport and you know other people are watching how rattled or flustered do you get",0.136387293192147
"1945","avoid difficult reading material","how often do you feel inferior to most of the people you know",-0.0670216335737064
"1946","avoid difficult reading material","how often do you have the feeling that there is nothing you can do well",-0.0647940532672585
"1947","avoid difficult reading material","when in a group of people do you have trouble thinking of the right things to talk about",0.001195124390271
"1948","avoid difficult reading material","how often do you feel worried or bothered about what other people think of you",-0.0155992844364937
"1949","avoid difficult reading material","in turning in a major assignment such as a term paper how often do you feel you did an excellent job on it",-0.140271336348182
"1950","avoid difficult reading material","how confident are you that others see you as being physically appealing",-0.0545690507672307
"1951","avoid difficult reading material","do you ever think that you are a worthless individual",-0.119377770864121
"1952","avoid difficult reading material","how much do you worry about how well you get along with other people",-0.0933085923176924
"1953","avoid difficult reading material","when you make an embarrassing mistake or have done something that makes you look foolish how long does it take you to get over it",-0.0673643040478227
"1954","avoid difficult reading material","when you have to read an essay and understand it for a class assignment how worried or concerned do you feel about it",-0.0459680663118479
"1955","avoid difficult reading material","compared with classmates how often do you feel you must study more than they do to get the same grades",-0.0642060467338526
"1956","avoid difficult reading material","have you ever thought of yourself as physically uncoordinated",0.0485178724208047
"1957","avoid difficult reading material","how confident do you feel that someday the people you know will look up to you and respect you",-0.124304492272136
"1958","avoid difficult reading material","how often do you worry about criticisms that might be made of your work by your teacher or employer",-0.00382448693874376
"1959","avoid difficult reading material","do you often feel uncomfortable meeting new people",0.127701863354037
"1960","avoid difficult reading material","when you have to write an argument to convince your teacher who may disagree with your ideas",0.0542530472560806
"1961","avoid difficult reading material","have you ever felt ashamed of your physique or figure",-0.0162637362637363
"1962","avoid difficult reading material","have you ever felt inferior to most other people in athletic ability",-0.0805080056445072
"1963","avoid difficult reading material","do you ever feel so discouraged with yourself that you wonder whether you are a worthwhile person",-0.0682514250158335
"1964","avoid difficult reading material","do you ever feel afraid or anxious when you are going into a room by yourself where other people have already gathered and are talking",0.00603828931432571
"1965","avoid difficult reading material","how often do you worry whether other people like to be with you",-0.11673907487861
"1966","avoid difficult reading material","how often do you have trouble expressing your ideas when you have to put them into writing as an assignment",-0.0572699696663296
"1967","avoid difficult reading material","do you often feel that most of your friends or peers are more physically attractive than yourself",0.010224558050645
"1968","avoid difficult reading material","when involved in sports requiring physical coordination are you often concerned that you will not do well",-0.0871658573984155
"1969","avoid difficult reading material","how often do you dislike yourself",-0.0481298681096457
"1970","avoid difficult reading material","how often do you feel self conscious",-0.109857665085168
"1971","avoid difficult reading material","how often are you troubled with shyness",-0.0593717707974533
"1972","avoid difficult reading material","how often do you have trouble understanding things you read for class assignments",-0.1131510350115
"1973","avoid difficult reading material","do you often wish or fantasize that you were better looking",0.067672307470083
"1974","avoid difficult reading material","have you ever thought that you lacked the ability to be a good dancer or do well at recreational activities involving coordination",-0.0663651818353537
"1975","avoid difficult reading material","in general how confident do you feel about your abilities",-0.0759523994711052
"1976","avoid difficult reading material","how much do you worry about whether other people regard you as a success or failure in your job or at school",-0.0968672985255392
"1977","avoid difficult reading material","when you think that some of the people you meet might have an unfavorable opinion of you how concerned or worried do you feel about it",-0.0272491916576851
"1978","avoid difficult reading material","how often do you imagine that you have less scholastic ability than your classmates",-0.065813620151335
"1979","avoid difficult reading material","have you ever been concerned or worried about your ability to attract members of the opposite sex",0.018594428826987
"1980","avoid difficult reading material","when trying to do well at a sport and you know other people are watching how rattled or flustered do you get",-0.0627798086645407
"1981","rarely lose my composure","how often do you feel inferior to most of the people you know",-0.0525539172657474
"1982","rarely lose my composure","how often do you have the feeling that there is nothing you can do well",-0.0381382015355726
"1983","rarely lose my composure","when in a group of people do you have trouble thinking of the right things to talk about",-0.00696763297369971
"1984","rarely lose my composure","how often do you feel worried or bothered about what other people think of you",0.00940499338881543
"1985","rarely lose my composure","in turning in a major assignment such as a term paper how often do you feel you did an excellent job on it",-0.00377470860787342
"1986","rarely lose my composure","how confident are you that others see you as being physically appealing",-0.0430782564250714
"1987","rarely lose my composure","do you ever think that you are a worthless individual",0.042050689452105
"1988","rarely lose my composure","how much do you worry about how well you get along with other people",-0.0172970810786787
"1989","rarely lose my composure","when you make an embarrassing mistake or have done something that makes you look foolish how long does it take you to get over it",0.0619522439138213
"1990","rarely lose my composure","when you have to read an essay and understand it for a class assignment how worried or concerned do you feel about it",0.0115930177001967
"1991","rarely lose my composure","compared with classmates how often do you feel you must study more than they do to get the same grades",0.0105063389593218
"1992","rarely lose my composure","have you ever thought of yourself as physically uncoordinated",0.00956543961599573
"1993","rarely lose my composure","how confident do you feel that someday the people you know will look up to you and respect you",-0.0528819209102323
"1994","rarely lose my composure","how often do you worry about criticisms that might be made of your work by your teacher or employer",0.0584619829109212
"1995","rarely lose my composure","do you often feel uncomfortable meeting new people",-0.0645362726252514
"1996","rarely lose my composure","when you have to write an argument to convince your teacher who may disagree with your ideas",0.010224558050645
"1997","rarely lose my composure","have you ever felt ashamed of your physique or figure",0.035518172424138
"1998","rarely lose my composure","have you ever felt inferior to most other people in athletic ability",-0.0730034778164202
"1999","rarely lose my composure","do you ever feel so discouraged with yourself that you wonder whether you are a worthwhile person",0.0240002666696297
"2000","rarely lose my composure","do you ever feel afraid or anxious when you are going into a room by yourself where other people have already gathered and are talking",-0.016173068589651
"2001","rarely lose my composure","how often do you worry whether other people like to be with you",-0.00400671118567984
"2002","rarely lose my composure","how often do you have trouble expressing your ideas when you have to put them into writing as an assignment",0.0217526861409571
"2003","rarely lose my composure","do you often feel that most of your friends or peers are more physically attractive than yourself",-0.0566521850242781
"2004","rarely lose my composure","when involved in sports requiring physical coordination are you often concerned that you will not do well",0.0277656418404649
"2005","rarely lose my composure","how often do you dislike yourself",-0.00957832864809609
"2006","rarely lose my composure","how often do you feel self conscious",-0.0477369748552762
"2007","rarely lose my composure","how often are you troubled with shyness",-0.0244993833264814
"2008","rarely lose my composure","how often do you have trouble understanding things you read for class assignments",-0.0101045567172969
"2009","rarely lose my composure","do you often wish or fantasize that you were better looking",0.0310043444927166
"2010","rarely lose my composure","have you ever thought that you lacked the ability to be a good dancer or do well at recreational activities involving coordination",-0.0810293447704974
"2011","rarely lose my composure","in general how confident do you feel about your abilities",0.0164761830687008
"2012","rarely lose my composure","how much do you worry about whether other people regard you as a success or failure in your job or at school",-0.00442849364992944
"2013","rarely lose my composure","when you think that some of the people you meet might have an unfavorable opinion of you how concerned or worried do you feel about it",-0.0128712541250458
"2014","rarely lose my composure","how often do you imagine that you have less scholastic ability than your classmates",-0.0412782364248492
"2015","rarely lose my composure","have you ever been concerned or worried about your ability to attract members of the opposite sex",0.0350888343203813
"2016","rarely lose my composure","when trying to do well at a sport and you know other people are watching how rattled or flustered do you get",-0.0598042200468894
"2017","rarely put people under pressure","how often do you feel inferior to most of the people you know",0.0204184490938788
"2018","rarely put people under pressure","how often do you have the feeling that there is nothing you can do well",-0.0566584073156368
"2019","rarely put people under pressure","when in a group of people do you have trouble thinking of the right things to talk about",-0.0353003922265803
"2020","rarely put people under pressure","how often do you feel worried or bothered about what other people think of you",0.0472471916354626
"2021","rarely put people under pressure","in turning in a major assignment such as a term paper how often do you feel you did an excellent job on it",-0.0763248480538673
"2022","rarely put people under pressure","how confident are you that others see you as being physically appealing",-0.0162721808020089
"2023","rarely put people under pressure","do you ever think that you are a worthless individual",0.0625518061311792
"2024","rarely put people under pressure","how much do you worry about how well you get along with other people",-0.0132503694485494
"2025","rarely put people under pressure","when you make an embarrassing mistake or have done something that makes you look foolish how long does it take you to get over it",-0.0147934977055301
"2026","rarely put people under pressure","when you have to read an essay and understand it for a class assignment how worried or concerned do you feel about it",-0.0188655429504772
"2027","rarely put people under pressure","compared with classmates how often do you feel you must study more than they do to get the same grades",0.00553250591673241
"2028","rarely put people under pressure","have you ever thought of yourself as physically uncoordinated",-0.0513912376804187
"2029","rarely put people under pressure","how confident do you feel that someday the people you know will look up to you and respect you",0.0370968566317404
"2030","rarely put people under pressure","how often do you worry about criticisms that might be made of your work by your teacher or employer",0.0478098645540506
"2031","rarely put people under pressure","do you often feel uncomfortable meeting new people",0.0252873920821342
"2032","rarely put people under pressure","when you have to write an argument to convince your teacher who may disagree with your ideas",-0.0251056122845809
"2033","rarely put people under pressure","have you ever felt ashamed of your physique or figure",-0.000624006933410371
"2034","rarely put people under pressure","have you ever felt inferior to most other people in athletic ability",0.105394059933999
"2035","rarely put people under pressure","do you ever feel so discouraged with yourself that you wonder whether you are a worthwhile person",-0.0120836898187758
"2036","rarely put people under pressure","do you ever feel afraid or anxious when you are going into a room by yourself where other people have already gathered and are talking",0.0786644296047734
"2037","rarely put people under pressure","how often do you worry whether other people like to be with you",0.0145797175524172
"2038","rarely put people under pressure","how often do you have trouble expressing your ideas when you have to put them into writing as an assignment",0.0492036578184202
"2039","rarely put people under pressure","do you often feel that most of your friends or peers are more physically attractive than yourself",-0.0545277169746331
"2040","rarely put people under pressure","when involved in sports requiring physical coordination are you often concerned that you will not do well",0.0989842109356771
"2041","rarely put people under pressure","how often do you dislike yourself",-0.0624486938743764
"2042","rarely put people under pressure","how often do you feel self conscious",-0.102374470827454
